device,control_id,title,severity,status,finding,owner,ticket,due_date
snmp_config_01,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
snmp_config_02,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
snmp_config_03,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
snmp_config_04,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
snmp_config_05,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
ssh_config_01,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
ssh_config_02,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
ssh_config_03,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
ssh_config_04,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
ssh_config_05,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_01,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_01,control_00010,Syslog,Medium,FAIL,'logging on' command is missing.; Logging host IP address is missing.; Logging trap level is not set to 'informational'.; 'logging source-interface' is not configured.,,,
syslog_config_02,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_02,control_00010,Syslog,Medium,FAIL,Logging host IP address is missing.,,,
syslog_config_03,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_03,control_00010,Syslog,Medium,FAIL,Logging trap level is not set to 'informational'.,,,
syslog_config_04,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_04,control_00010,Syslog,Medium,FAIL,'logging source-interface' ('source-interface gigabitethernet0/1') does not match the corporate standard ('source-interface loopback0').,,,
syslog_config_05,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
syslog_config_05,control_00010,Syslog,Medium,FAIL,Logging host '30.30.30.101' does not match the corporate syslog server '30.30.30.100'.,,,
tacacs_config_01,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
tacacs_config_02,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
tacacs_config_03,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
tacacs_config_04,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
tacacs_config_05,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
vty_lines_config_01,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
vty_lines_config_02,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
vty_lines_config_03,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
vty_lines_config_04,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
vty_lines_config_05,control_00009,NTP,Medium,FAIL,'ntp server 10.10.10.100 prefer': missing a 'key <id>' reference to the NTP authentication key.; 'ntp server 20.20.20.100': missing a 'key <id>' reference to the NTP authentication key.,,,
domain_config_01,control_00002,Domain,Low,FAIL,No 'ip domain name' command found in device configuration.,,,
domain_config_02,control_00002,Domain,Low,FAIL,Domain 'name othercorp.net' does not match the corporate domain 'name acme.com'.,,,
domain_config_03,control_00002,Domain,Low,FAIL,Domain 'acme.com' does not match the corporate domain 'name acme.com'.,,,
domain_config_04,control_00002,Domain,Low,FAIL,Domain 'name acem.com' does not match the corporate domain 'name acme.com'.,,,
domain_config_05,control_00002,Domain,Low,FAIL,Domain 'name acme.org' does not match the corporate domain 'name acme.com'.,,,
hostname_config_01,control_00001,Hostname,Low,FAIL,Hostname 'Router' is generic.; Hostname 'Router' does not follow the COMPANY_COUNTRY_TYPE_FUNCTION_SITE_DEVICENUMBER convention (expected at least 6 underscore-separated parts).,,,
hostname_config_02,control_00001,Hostname,Low,FAIL,Hostname 'ACME_USA_RT' does not follow the COMPANY_COUNTRY_TYPE_FUNCTION_SITE_DEVICENUMBER convention (expected at least 6 underscore-separated parts).,,,
hostname_config_03,control_00001,Hostname,Low,FAIL,Hostname 'ACME-USA-RT-INT-GOLDEN-01' does not follow the COMPANY_COUNTRY_TYPE_FUNCTION_SITE_DEVICENUMBER convention (expected at least 6 underscore-separated parts).,,,
